Vardas                Pavarde                    ND1     ND2     ND3     ND4     ND5     ND6     ND7     ND8     ND9    ND10    ND11    ND12    ND13    ND14    ND15    Egz.
Vardas1011            Pavarde1011                  8      10       9       3      10       8       3       7       9      10       2      10       4       6       1       5
Vardas1012            Pavarde1012                  5       8       4       2       2       6       8       8       6       7      10       4      10       1       7       1
Vardas1013            Pavarde1013                  4      10       5       2       6       2       8       9       9       6       6       3       8       6       7       2
Vardas1014            Pavarde1014                  5      10      10       6       6       8      10      10       8       9      10       7      10       3       3       3
Vardas1015            Pavarde1015                  6       2       7       6       2       9       4       2       3       9       9       5      10       2      10       8
Vardas1016            Pavarde1016                  1       9       2       4       6       7       6       3       2       2       7       8       7       2       2       9
Vardas1017            Pavarde1017                  1       8       4       9       1       5       8       9       3       7       2       8       3       9       2       5
Vardas1018            Pavarde1018                  9       8       5       1       9       9       5      10       5       3       3       3       3      10       1       5
Vardas1019            Pavarde1019                  8       7       2       3       7       1       3       9       1       5       8       6       9       9       9      10
Vardas1020            Pavarde1020                  8       9       4       7       4       3       3       1       7       6       2       6       3       2       8       4
Vardas1021            Pavarde1021                  4       2       8       2       2      10       4       4       9       9       5       3       5       7       2       7
Vardas1022            Pavarde1022                  8       6       8       1      10       1       5       2       5      10       5       5       8      10       3       6
Vardas1023            Pavarde1023                  2       2       3       5       4       9       2       6       9       3       5       3       8       2       3       3
Vardas1024            Pavarde1024                  7       1       4       2       4       7       1       5      10       3       1       7       6       1       5      10
Vardas1025            Pavarde1025                  2       9       4       4       4       2       4       6       4       5       4       8       1       1       2       1
Vardas1026            Pavarde1026                  6       5       3       3       2       1       5       9       5       3       1       8       1       8       9       4
Vardas1027            Pavarde1027                  1       7       7       1       4       5       7      10       3       1       3       7       7       9       9      10
Vardas1028            Pavarde1028                  9       3       2       2       9       7       8       7       5       4       1       5       4       4       5       7
Vardas1029            Pavarde1029                  9       8       1       4       1       6       2      10       4       2       8       2       5       1      10       3
Vardas1030            Pavarde1030                  7       6       4      10       2       5       3       8      10      10      10       4       3       8       8       2
Vardas1031            Pavarde1031                  4       8       1       3       2       4       1       6       5       1       2       1       9      10       6       5
Vardas1032            Pavarde1032                  2       7       6       8       4       1       5       1       7       1       3       6       1       1      10       9
Vardas1033            Pavarde1033                 10       9       8       1       2       2       9       7      10       1       9       4       6       9       6      10
Vardas1034            Pavarde1034                  8      10       7       5       2       1       4       5       8       2       6       2       4       5       6       3
Vardas1035            Pavarde1035                  8       5       7       7       4       9       9       3       8       4       4       1      10       5       3       9
Vardas1036            Pavarde1036                  8       3       6       2       2       6       6      10       6       2       9       1       7       4       8       1
Vardas1037            Pavarde1037                 10       8       8       6      10       2       3       3       8       8       8       3       4       9       7       9
Vardas1038            Pavarde1038                  6       7       7       7      10       3       7      10       6       1       8       3       7       9       6       7
Vardas1039            Pavarde1039                  7       4       6       6       5       2       2       3       4       4       9       4       7       9       5      10
Vardas1040            Pavarde1040                  8      10       2       2       8       8       9       5       6       9       7       8       7       6       2      10
Vardas1041            Pavarde1041                  8       6       9       4       9       7       3       5       2       3       6      10       4       6       1       7
Vardas1042            Pavarde1042                  8       2       9       9       7       6       6       6       8       9       2       9       3       6       8       1
Vardas1043            Pavarde1043                 10       5       4       5       9       4       8       9       1       6       7       9       9       8       3       4
Vardas1044            Pavarde1044                  1       8       7       8       9       9       9       1       2      10       3       7       2       1       7       7
Vardas1045            Pavarde1045                  6       9       2      10       7       9      10       2      10       2       7       7       8       6       7       7
Vardas1046            Pavarde1046                  8       6       6       8       1       4       3       3       8       1       9       8       4       8      10       9
Vardas1047            Pavarde1047                  4       4       6       1      10      10       8       7       5       2       6       9       7       8       4       3
Vardas1048            Pavarde1048                  4       2       7       3       9       2       8       4       7       1       1       9       4       3       5      10
Vardas1049            Pavarde1049                 10       1       7       1       3       1       1       7       6       9       6       7      10       9       5       3
Vardas1050            Pavarde1050                  4       1       6       8       9       3       4       5       4       5       8       1       6      10       6       8
Vardas1051            Pavarde1051                  2       4      10       7       1      10       9       1       1       6       4       2       6       2       7       1
Vardas1052            Pavarde1052                 10      10       2       7       3       1       1       1       3       4       8       7       1      10       1       5
Vardas1053            Pavarde1053                  7       1      10       4       4       7       5       6       8       2       7       2       2       3       6      10
Vardas1054            Pavarde1054                  3       3       3       1       6       4       8       5       7       8       6       5       6       7       1       3
Vardas1055            Pavarde1055                 10      10       6       3       3       7       3       8      10       6       8       8       7       9       8       5
Vardas1056            Pavarde1056                  6       3       8       6       8       1       2      10       3       9       3       7       1       8      10       6
Vardas1057            Pavarde1057                 10       7       3       9       4       5       8       5       5       1       9       8       4      10       9      10
Vardas1058            Pavarde1058                  4      10       1       9       6      10       9       3       8       6       6      10       9       3       4       7
Vardas1059            Pavarde1059                  3       8       5       5       9       2      10       6       9       5       1       3      10       7       2       1
Vardas1060            Pavarde1060                  8       9       4       9       4       1       9       6       7       2       4       5       5      10       7       4
Vardas1061            Pavarde1061                  1       6       6       7       7       7       9       6       1       1      10       2       6       2       2      10
Vardas1062            Pavarde1062                  6       7       3       7       7       9       7       8      10       2       1       2       4       3       6       5
Vardas1063            Pavarde1063                  6       5       8       6       4       1       9       6       4       4       5       8       4       3       7       8
Vardas1064            Pavarde1064                  7       8       1       4       2       4       9       6      10      10       5       8       4       1       1       8
Vardas1065            Pavarde1065                  9       9      10       6       3       8       7       6       2       4       7       7       2       9       5       4
Vardas1066            Pavarde1066                  2       2       3       5       4       2       8       9       3      10       8       1       1       3       7       9
Vardas1067            Pavarde1067                  8      10       7       3       2       9       7       2       2       6       8       1       7       1       6       2
Vardas1068            Pavarde1068                 10       3       5       4       4       6       6      10       1       2       6      10       1       2       8       5
Vardas1069            Pavarde1069                  3       2       3       4       9       3       3       7       2       2       3       3       1       8       9       8
Vardas1070            Pavarde1070                  8       7       5       2      10       7       1       4       8       5       5       8      10       8      10       2
Vardas1071            Pavarde1071                 10       5       7      10       4       9      10       9       8       8       6       6       7      10       3       1
Vardas1072            Pavarde1072                  6       7       1       2       3       3       4       9       9       9      10      10       5      10       1       5
Vardas1073            Pavarde1073                  4       9       5      10       6       9      10       2       3      10       9      10       6       3       8       4
Vardas1074            Pavarde1074                  9      10       9       7       1      10       7       2       7       4       1       1       2       3       1       1
Vardas1075            Pavarde1075                  4       8       1       2       3       4      10       1      10       6       9      10       6       1       2       8
Vardas1076            Pavarde1076                  3       2       1       6       1       6       6       3       3       2       2       9       3      10       3       9
Vardas1077            Pavarde1077                  7       5       3       6       9       4       6       2       9       2       8       5       5       3       7       3
Vardas1078            Pavarde1078                  2       1       2       3      10       2       8       5       3       3       5       5       1       8       4       5
Vardas1079            Pavarde1079                  2       8       6       2       5       4       7       2       3       9      10       4       4      10       8       1
Vardas1080            Pavarde1080                  2       6      10       6       5       3       3       3       6       5       2      10       2       6       8       3
Vardas1081            Pavarde1081                  1       6      10       5       9       6       6       4       6      10       8       8       6       7       7       3
Vardas1082            Pavarde1082                  9       5       4       4       5       5       8      10       9       7       4       3       4       7       8       2
Vardas1083            Pavarde1083                  1       6       2       7       9      10       2       8       1       6      10       7      10       2       3       6
Vardas1084            Pavarde1084                  7      10      10       3       3       8       8       2       6       9       4       1       3       3      10       3
Vardas1085            Pavarde1085                  9       9       1       7       4       2       7       8       3      10       8       6       5       4      10       8
Vardas1086            Pavarde1086                  3       3       4       4      10       6       7       4       1       1       6       7      10       4       4       7
Vardas1087            Pavarde1087                  4       2       9       1       3       7       2       5       6       2       8       8       6       6       4       5
Vardas1088            Pavarde1088                  4       9       8      10      10       6       3       2       6       5       6       2       6       4       8       9
Vardas1089            Pavarde1089                  6       3       8      10      10       9       6       2       8      10       1      10       8       6       9      10
Vardas1090            Pavarde1090                 10       6      10       5       6       6       2       1       7       9       8       1      10       4      10       5
Vardas1091            Pavarde1091                  1       2       1       6       4       7      10      10       1       9       7       4       3       6       7       2
Vardas1092            Pavarde1092                  7       8       2       7       4       2       7      10       1       4       1       6       4       8       8       2
Vardas1093            Pavarde1093                 10       9       3       5       4       1       9       8       4       5       6       7       8       6       6       2
Vardas1094            Pavarde1094                  9       1       4       4       4       3       1       8       3       5       6       3       5       3       7       5
Vardas1095            Pavarde1095                 10       7       4       2       4       3       8       7       1       7       5       5       2       6       2       8
Vardas1096            Pavarde1096                  4       5       5       3       5       5       8       9       7       8       2       6       5       4       9       5
Vardas1097            Pavarde1097                  8       1      10       9       5       8       8       6       1       3       7       3       1      10       7       9
Vardas1098            Pavarde1098                  4       5      10      10       2       1       9       8       3       9       7       7       6      10      10       4
Vardas1099            Pavarde1099                  8      10       2       1       3       4       3       6       1       6       7      10       9       9      10       3
Vardas1100            Pavarde1100                  6       3       7       1       6       8       4       4       8      10       7       1       2       6       5       8
Vardas1101            Pavarde1101                  8       4       8       1       9       3       3       4      10       1       7       1       9       1      10       7
Vardas1102            Pavarde1102                 10       2      10       9       3       4       1       7       8       8       4       1       9       1       9       3
Vardas1103            Pavarde1103                  8       3       2       3       8       6       9       8       7       5       9       9       1       5       6       8
Vardas1104            Pavarde1104                  3       2       1       3       4       3       4       1       8       6       5       7       9       6       2       9
Vardas1105            Pavarde1105                  3       4       7       2       1       3       4       3       5       5       4       9       6       7       9       3
Vardas1106            Pavarde1106                  7       2       9       3       7       1       2       9       1       2       3       6       2       5       5      10
Vardas1107            Pavarde1107                  3       1       8       4       7      10      10       4       7       3       5       4       2       4       5       4
Vardas1108            Pavarde1108                 10       3       2       9       9       9       3       3       7      10       4       8       6       7       3       4
Vardas1109            Pavarde1109                  5       5       6       9      10       5       9       4       7       9       2       2       7       2       6       2
Vardas1110            Pavarde1110                  1       3       6       1       6       5       1      10      10       9       7       8       4       6       2       1
Vardas1111            Pavarde1111                  9       2       2       1       5       7       9       7      10       1       1       4       4       5       2      10
Vardas1112            Pavarde1112                 10       9       8       4       6       6       3       4       6       9       8       7       1       9       9       8
Vardas1113            Pavarde1113                  9       6       8       1       8       1       2       9       4       2       9       8       9       1       8       4
Vardas1114            Pavarde1114                 10       3      10       9       3       1       6      10       4       8       8       3       5       6      10       6
Vardas1115            Pavarde1115                  5       7      10       7       1       2       6       9      10       5       5       3       7       2       6       6
Vardas1116            Pavarde1116                  4       4       1       7      10       4       8       4       5       4       2       9       3       2       4       1
Vardas1117            Pavarde1117                  4       8       7       8       6       2       9       4       5      10      10       4       2       3       8       4
Vardas1118            Pavarde1118                  6       7       7       8       2       9       6       4       6       4       6       1       3       9       7       7
Vardas1119            Pavarde1119                 10       6      10       6       5       7       1       9       9       9       9       8       6       5       3       4
Vardas1120            Pavarde1120                  9       5       7       4      10       8       4       5       6       2       4       9       5       9       3       6
Vardas1121            Pavarde1121                  2       2       9       2       6      10       8       3      10       9       5       7       9       2       4       9
Vardas1122            Pavarde1122                  8       9       6       8       9       4       6       7       4       2       9       6       3       5       1       6
Vardas1123            Pavarde1123                  4       9       3       2       2       8       1       5       6       1       3       2       4       4       5       2
Vardas1124            Pavarde1124                  3       3       4       2       8       7       2       6       2       2       9       6       5       1       6       3
Vardas1125            Pavarde1125                  6       8       9      10       8       7       4       8      10       3       9       3       2       3       9       5
Vardas1126            Pavarde1126                  7       8      10       2       4       9       1       3       6      10      10       1       6       7       8      10
Vardas1127            Pavarde1127                 10       2       5       5       1      10       5      10      10       6       9       8       8       8       8       3
Vardas1128            Pavarde1128                  9       3       3       8       2       1       3       9       1       9       8       6       7       8       9       4
Vardas1129            Pavarde1129                  5       5       8      10       6       1       7       5       5       4      10       8       8      10       3       3
Vardas1130            Pavarde1130                  9       4      10      10       8       7       6       5       4       8       7       2       7       7       3       9
Vardas1131            Pavarde1131                  3       7       4      10       3       9       6       4       9       1       6       3       4       4       5       7
Vardas1132            Pavarde1132                 10      10       9       9       3       4       1       1       6       4      10       1       7       1       7       7
Vardas1133            Pavarde1133                  4       5       4       1       5       3       4      10      10       9       7       7       2       5       3      10
Vardas1134            Pavarde1134                  2       8       7       3       9       9       1       8      10       4       9      10       9       7       8       6
Vardas1135            Pavarde1135                  2       3       8       9       7       1       7      10       4       1       8       2       6       7       6       9
Vardas1136            Pavarde1136                  3       2       9       5       2       3       4       3       2       7      10       8       7       3       1       4
Vardas1137            Pavarde1137                  7       7       4       9       2       5       1       1       4       8       4       5       9       8      10       8
Vardas1138            Pavarde1138                  1       4       8       9       7       8       7       3      10       6       4       6       2       3       1       8
Vardas1139            Pavarde1139                  5       6      10       9      10       1       1       1       5       9       5       6       8       9      10       1
Vardas1140            Pavarde1140                  3       2      10       7      10       4       1       6       6       5       4       8       9       6       3       6
Vardas1141            Pavarde1141                  5       7       6       1       1       1       4       8       4       2       5       9       1       7       8       9
Vardas1142            Pavarde1142                  1       4      10       6       2      10       7       6       3       4       2       5       2       2       1       3
Vardas1143            Pavarde1143                  1       9      10       9       7       7       2       7       9       1      10       7       6       4       4       7
Vardas1144            Pavarde1144                  8       7      10       5       6       2       2       6       5       5      10       5       6       4       1       2
Vardas1145            Pavarde1145                  4       2       4       3       9       3       4       3       9       1       9       7       2      10       8       4
Vardas1146            Pavarde1146                  6       9       7      10       2       5       9       4       4       8       2       4       8       6       2       2
Vardas1147            Pavarde1147                  5       3       1       1      10       3       9       8       3       5       5       8       3       7       5       3
Vardas1148            Pavarde1148                  1       2       3       7       5       3       6       4       6       8       3      10      10       3       9       2
Vardas1149            Pavarde1149                  4       3       6       2       1       2       3      10       2       4       4       1       7       9       3       2
Vardas1150            Pavarde1150                 10       4       7       2      10       2       6       1       7       4       3       8       5       2       9       6
Vardas1151            Pavarde1151                  5       5       1       1      10      10       4       8       8       2      10       5       2      10       3       7
Vardas1152            Pavarde1152                  4       6       5       4       3      10       8       2       5       2       3       5       4      10       1       4
Vardas1153            Pavarde1153                  4       8      10       6       8       8       7       4      10       3       2       1       7       4       2       1
Vardas1154            Pavarde1154                 10       1       2       4       4       6       6       7       7       8       6       5       9      10       1       9
Vardas1155            Pavarde1155                  4       7       9       4       2       4       7       6       8       8       1       5      10       9       3       1
Vardas1156            Pavarde1156                  5       9       7       6       8       1       6       8       3       9       5       1       7       4       6       4
Vardas1157            Pavarde1157                  2       5       6       7       5       2       7       9       8       8       6       4       6       3       4       5
Vardas1158            Pavarde1158                  2      10       1       9       3       7       7       9       3       8       1      10       8       9       5       3
Vardas1159            Pavarde1159                  5       1       7       1       6      10       8       8       1       6       7       8       4       6       8       7
Vardas1160            Pavarde1160                  9       5       2       5       4       6       4       4       3      10       7       2      10       2       6      10
Vardas1161            Pavarde1161                  5       5       4       1       5       9       8       8       3       6       5       6       7       7       6       4
Vardas1162            Pavarde1162                  1       2       8       4       3       1       2       9       6       1       9       4       8       4       6       4
Vardas1163            Pavarde1163                  3       6       2       9      10       9       8       3      10       5       9       4       9       9       9       3
Vardas1164            Pavarde1164                 10       3       8       7       2       2       7       2       9       8       7       6       4       8       9       7
Vardas1165            Pavarde1165                  9       7       3       6       1       3       1       4       7       5       5       3       8       4       5       3
Vardas1166            Pavarde1166                  8       4       3       6       4       2       4      10       6       8       4       8       5       8       3       3
Vardas1167            Pavarde1167                  2      10       4       3       3       2       7       7       4       1       1      10      10       1       3       5
Vardas1168            Pavarde1168                  7       5       3       4       3       8       5       8       1       1       2       7       3       1       8       8
Vardas1169            Pavarde1169                  8       7       8      10       3       7       2       8       3       6      10       3       6       1       6       6
Vardas1170            Pavarde1170                  5       6       7       2       4       1       9       1       8       8       6       1       1       1       9       3
Vardas1171            Pavarde1171                  7       8       1       8       9       4       2       5       1       5       3       4       7       8       4       4
Vardas1172            Pavarde1172                  3      10      10       5       9       7       7       8      10       3       5       4       8       4       5       8
Vardas1173            Pavarde1173                  7       5       9       7      10       9       5       4       2       9       4      10       4       7       5       4
Vardas1174            Pavarde1174                  2      10       3       7       7       6       4       1       1       2       4       7       7       9       2       2
Vardas1175            Pavarde1175                  9       2       5       2       3       3      10       6       5       2       3       9       2       4       2       5
Vardas1176            Pavarde1176                  8       9       2       4       1       1       7       2       4       3      10       2       8       1       4       6
Vardas1177            Pavarde1177                  2       4       4       5       3       9       8       4       2       1       4       7       4       4       1       7
Vardas1178            Pavarde1178                  9       5       4       4       3       9       4       9       2       9       6       9       2       8       9       1
Vardas1179            Pavarde1179                 10      10       6       5       2       7       7       2       8      10       3       2       9       1       2       5
Vardas1180            Pavarde1180                  5       3       8       8       7       8       8      10       1       1       1       1       6       9       1      10
Vardas1181            Pavarde1181                  3       9       6      10       6       8       2       3      10       2       1       8       8       8       4       3
Vardas1182            Pavarde1182                  4       6       1       4      10       6       7       3       6       9       1       7       7       4       1       4
Vardas1183            Pavarde1183                  5       9      10       1       4       3       2       6      10      10       4       5       6       9       4       9
Vardas1184            Pavarde1184                  4       6       2      10       7       2       8       7       3       9      10       6       9       3       2       7
Vardas1185            Pavarde1185                  2       6       7       4      10       6       8       1       1       5       9       8       6       1       7       6
Vardas1186            Pavarde1186                  6       7       6       8      10       5       1      10       7       2       3       9       6      10       1       6
Vardas1187            Pavarde1187                  5       3       3       2       9       2       6       9       2       8       5       6       3       6       3       6
Vardas1188            Pavarde1188                  2       4       6       2       9       2       8       2       7       4       4       2       7       3       7       6
Vardas1189            Pavarde1189                  2       8       5       7       6       1       3       8       5       8       6       6       3       5       5      10
Vardas1190            Pavarde1190                  3      10       5      10       9       2       2       1       8       8       5       3       5       5      10       6
Vardas1191            Pavarde1191                  4       7       2       4       9       8      10       8       5       8       3       6       9       7       9       5
Vardas1192            Pavarde1192                 10       7       2       2       2       4       6       2       5       8       1      10       1       4       2       8
Vardas1193            Pavarde1193                  6       3       3       1       6       8       9      10       5       4       9       2       5       8       7       7
Vardas1194            Pavarde1194                  3       1       3       9       9       2       5       7       9       8       1       1       5       1       3       1
Vardas1195            Pavarde1195                  7       7       1       1       4       9       5      10       9       9       9       7       9      10       5       2
Vardas1196            Pavarde1196                  8       7       1       3       5       5      10       9       3       5      10       8       7       8       5       9
Vardas1197            Pavarde1197                  5       3       8       6       4       5       4       8       1      10       4       8       2       1       3       3
Vardas1198            Pavarde1198                  5       1       9       9      10       3       6      10       6       4       1       2      10       2       6       8
Vardas1199            Pavarde1199                 10       4       6       4       3       6       6       2       6       2       1       9       4      10      10      10
Vardas1200            Pavarde1200                  9       8       2       5       5       3       9      10       3       7       4      10      10       7       6       6
Vardas1201            Pavarde1201                 10       1       8       3       2       9       1      10       9       6       6       9       4       9       6       3
Vardas1202            Pavarde1202                  7       4       8       4       4       6       1       2       8       1       7       1       4      10       3       8
Vardas1203            Pavarde1203                  8       4       3       1       4       2       7       8       4       5       8       7       6       4       5       5
Vardas1204            Pavarde1204                  9      10       1       3       9       3       6       5       8       6       1       9      10       8       5      10
Vardas1205            Pavarde1205                  4       7       8       3       4       5       5       8       7       3      10       1       1       4       9       1
Vardas1206            Pavarde1206                  2       3      10       1       9       3       7       9       1       4       6      10       6       3       4       3
Vardas1207            Pavarde1207                  8       3       8       4       9       9       1       4       4      10      10       2       9       1       5       4
Vardas1208            Pavarde1208                 10       7       9       5       4      10       5       7       5       1       1       1       7       4       4       4
Vardas1209            Pavarde1209                  8       8       2       5       6       1       6      10       4       1       6       2       3       6       7       2
Vardas1210            Pavarde1210                  4       2       1       6      10       1       4       7       6       7       2       1       5       5       1       5
Vardas1211            Pavarde1211                  4      10       5      10       7       9      10      10       9       5      10      10       6       8       3       6
Vardas1212            Pavarde1212                  7       6       3       5       5       8       3       2       3       4       6      10       4       6      10       5
Vardas1213            Pavarde1213                  7       2      10       8       5       3       5      10      10      10       1       1       2       6       3       5
Vardas1214            Pavarde1214                  3       8       7       5       9       9       7       8       5      10       3       4       7       5       2       9
Vardas1215            Pavarde1215                  7       7       9       2       4       6       7       7       7      10       8       1      10       1       5       3
Vardas1216            Pavarde1216                  1       1       7       6       6       6       8       9       4       2       8       3       9       2       3       8
Vardas1217            Pavarde1217                  9       2       3       6       8       1       1       2       3       7       8       2       8       8       7       4
Vardas1218            Pavarde1218                  5       7       2       3       1       7       4       5       3       8       8       5       7       1       2       9
Vardas1219            Pavarde1219                  7       1       1       2       6       2      10      10      10       4       6       1       9       2       7       2
Vardas1220            Pavarde1220                 10       6       8       5       7       3       1       9       1       5      10       3       2      10      10       5
Vardas1221            Pavarde1221                  1       4       2       3      10       5       1       5       7       6       8       5      10       4       8       7
Vardas1222            Pavarde1222                  2       9       6       7       7       9      10       3       6       2       5       4       3       3       4       5
Vardas1223            Pavarde1223                  8       2       9       6       5       7       8       4       5       7       5       3       9       3       6       4
Vardas1224            Pavarde1224                  9       9       6      10       8       9       2       1       9       5       7       3       6       1       3       2
Vardas1225            Pavarde1225                  2       5       5       2       4       2       3       9       5       8       1       5      10       8       6      10
Vardas1226            Pavarde1226                  3       7       1       3       5       7       8      10       9       8       6      10       6       2       9       3
Vardas1227            Pavarde1227                 10       4       8       3       1       6       7       3       6       8       4      10       6       1       6       8
Vardas1228            Pavarde1228                  5       1      10       7       1       7       7       5       5      10       9       9       4      10       1       9
Vardas1229            Pavarde1229                 10       5       3       3       2       5      10       6       7      10       3       7       1       2       6       1
Vardas1230            Pavarde1230                  8       9       8       1       3       8       4       4       8       7       1       3       4       6       1       8
Vardas1231            Pavarde1231                 10       1       9       8       4       5       7      10       3       2       8       5       7       7       8       7
Vardas1232            Pavarde1232                  4       3       8       2       8       7       3       7       6       9      10       1      10       3       3       9
Vardas1233            Pavarde1233                  1       1       4       6       4       7       7       3       3       5       9       1      10       6       3       3
Vardas1234            Pavarde1234                  6       8       6       2       6       9       5       9      10       9       7       2       2       6       5       3
Vardas1235            Pavarde1235                 10       4       3       7       7       7       3       9       3       4       9       1       8       6       2       4
Vardas1236            Pavarde1236                  4       8       2       7       5       8       1       3      10       4       9       1       4       2       4       3
Vardas1237            Pavarde1237                  8       3       1       1       8      10       1       6       9       9       7       4       3      10       9       6
Vardas1238            Pavarde1238                  8       4       1       9      10      10      10       2       9       5       8       2       4       9       4       3
Vardas1239            Pavarde1239                  5       8       1       6      10       1      10       6       9      10       1       7       6      10       4       5
Vardas1240            Pavarde1240                  1      10       1       4       9      10       1       3       8       4       3       1       4       9       9       3
Vardas1241            Pavarde1241                  2       6       3       3       1       2       9       9       8       4       7       5       1       9       2      10
Vardas1242            Pavarde1242                  7       6       9       8       2       5       1       4       9       3       1       2       8       3       2       2
Vardas1243            Pavarde1243                  6       3      10      10       8       3       1       6       6      10       1      10       4       4       4       1
Vardas1244            Pavarde1244                  1      10      10       7       8       8       8      10       6      10       9       6       8       2       6       4
Vardas1245            Pavarde1245                  5       5       1       9       7       2       7       5       8       6       9       2       8       3       8       7
Vardas1246            Pavarde1246                  5       1       7      10       5       4       5       2       9       9       3       2       8       4       4       3
Vardas1247            Pavarde1247                  6       6       7       9       5       1       6       2       2       9       1       6       4       1       4       7
Vardas1248            Pavarde1248                  4       7       8       8       6       4       1       3       3       1       6       9       3       7       9      10
Vardas1249            Pavarde1249                  6       5       9       3       7       6       1       4       2       8       6       9       3       4       3       4
Vardas1250            Pavarde1250                  7       4      10       2       3       4       7       6       4       3       4       4       8       9       4       9
Vardas1251            Pavarde1251                  2       9       5       7       6       8       4       8      10       3       3       9       2       3      10       5
Vardas1252            Pavarde1252                  5       9       3       5       7       7       3      10       1      10       3       2       4       7       7       2
Vardas1253            Pavarde1253                  6       4       5       3       5       8       8       8       5       3       5      10       4       1       5       3
Vardas1254            Pavarde1254                  5       9      10       7       9       1       4       6       6      10       7       2       7       6       8       7
Vardas1255            Pavarde1255                  9       7       3       4       2       3       8       7       1       9      10       6       1       5       7       1
Vardas1256            Pavarde1256                  2      10       3       3       2       2       2       9      10       4       3       7       6       7       8       5
Vardas1257            Pavarde1257                  8       4      10       3       6       1       4       1       7       7      10       2       1       1      10       3
Vardas1258            Pavarde1258                  7      10      10       1       6       4       9       1       9       7       6       2       1       5      10       6
Vardas1259            Pavarde1259                  6       5       1       6       5       5       8       1       1       2      10       5       8       5       2       5
Vardas1260            Pavarde1260                  1       4       2       7       2       7      10       6       3       2       6       3       5       4      10       4
Vardas1261            Pavarde1261                  4      10       7       3       7       7       9       9       4       5      10       8      10       3       1       2
Vardas1262            Pavarde1262                  1       3       7       1       7       7       5       1       8       4       9       4       4       1       5      10
Vardas1263            Pavarde1263                  2       9       5       7       1      10       5       4       1       5       6       1      10       3       4       3
Vardas1264            Pavarde1264                  8       4       8       5       9       7       9       5       9       7       4       8       6       1       6      10
Vardas1265            Pavarde1265                 10       8       4       3      10       6       1       3       8      10       4       7       6       4       6       3
Vardas1266            Pavarde1266                  1       4       7       9       5       4       4       5       7       1      10       8       1       7       2       6
Vardas1267            Pavarde1267                  5       1       9       2       3       6       2       2       7       5       5       3       8       4       1       4
Vardas1268            Pavarde1268                  1      10       5      10       3       1       1       1       9       9       8       6       5       4       5       7
Vardas1269            Pavarde1269                 10       2       3      10       4       5       9       8       7      10       2       6       3       1       3      10
